Thématique,N°Asso.,Nom association,Nature subv.,Titre du projet,"N°
DCM","DCM
Date", Accordé ,"Conv°
Lettre engagement",SIRET, Nature , Modalités de paiement 
ECOLOGIE URBAINE,5417,SALON DE L'ECOLOGIE CA5417!,Projet,salon de l'écologie2020 Festi'versité,V2019-551,19/12/2019,"1,000 €",En attente réception,34897288600017,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5432,INTER'CAL CA5432!,Projet,Carnaval ou la fête du monde à l'envers,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,78931917500012,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5442,SAS MONTPELLIER HANDBALL CA5442!,Fonctionnement,,V2019-544,19/12/2019,"141,000 €",En attente réception,78887849400012,"Paiement en 2 fois: 50% à réception de la convention, 50% à réception des pièces mentionnées dans la convention",
JEUNESSE & SPORT / SPORTS,5443,SASU MONTPELLIER HERAULT SPORT CLUB  SAS MHSC CA5443!,Fonctionnement,,V2019-544,19/12/2019,"80,000 €",En attente réception,47962054400011,"Paiement en 2 fois: 50% à réception de la convention, 50% à réception des pièces mentionnées dans la convention",
SOCIAL / EXCLUSION,5448,CULTURE ET SPORT SOLIDAIRES 34  CSS 34 CA5448!,Fonctionnement,,V2019-548,19/12/2019,"6,000 €",Pièce paiement reçue,50212589100056,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5472,VOY'ELLES CHOEUR DE FEMMES DE MEDITERRANEE CA5472!,Fonctionnement,,V2019-546,19/12/2019,500 €,En attente réception,53460198400014,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / HANDICAP,5475,ASSOCIATION FAMILIALE DES SOURDS MONTPELLIER - HERAULT CA5475!,Fonctionnement,,V2019-548,19/12/2019,400 €,Pièce paiement reçue,75234883900024,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5498,LES BAMBINS DE VASCO CA5498!,Projet,FETE ET SPECTACLE DE NOEL,V2019-541,19/12/2019,250 €,,53484074900012,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5499,COMPAGNIE LA HURLANTE CA5499!,Projet,Le Silence des Confettis,V2019-546,19/12/2019,500 €,Pièce paiement reçue,53312579500013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5505,COMPAGNIE MOUVEMENTS PERPETUELS CA5505!,Projet,reprise de la création Multiple-s et exploitation en tournée,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,52904103000014,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5505,COMPAGNIE MOUVEMENTS PERPETUELS CA5505!,Projet,Au delà de là création 2020,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,52904103000014,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5513,COMPAGNIE LA VASTE ENTREPRISE CA5513!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,50151925000028,Paiment en une seule fois à reception de la lettre d'engagement,
SANTE,5520,ASSOCIATION DE PREVENTION EN ORTHOPHONIE DE L HERAULT CA5520!,Projet,"1 Bébé, 1 Livre",V2019-552,19/12/2019,700 €,Pièce paiement reçue,79235823600018,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5527,BOWLING CLUB DES SOURDS DE MONTPELLIER BCSM CA5527!,Fonctionnement,,V2019-544,19/12/2019,400 €,Pièce paiement reçue,43818052300013,Paiment en une seule fois à reception de la lettre d'engagement,
SANTE,5532,ALLO PARENTS / ALLO JEUNES 34 CA5532!,Projet,Soutien psychologique à la parentalité,V2019-552,19/12/2019,900 €,En attente réception,51831818300010,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5575,JE PARS A ZART CA5575!,Projet,théâtre de la plume,V2019-546,19/12/2019,800 €,En attente réception,53786972900013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5636,LE JT DU OFF DE MONTPELLIER CA5636!,Projet,L'ostal des Carcassonne,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,50494061000018,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5665,EN TRAITS LIBRES CA5665!,Fonctionnement,,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,78880968900011,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5683,ECOLE DE JUDO DE MONTPELLIER AGGLOMERATION CA5683!,Fonctionnement,,V2019-544,19/12/2019,500 €,Pièce paiement reçue,52443694600015,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,5683,ECOLE DE JUDO DE MONTPELLIER AGGLOMERATION CA5683!,Projet,x,V2019-543,19/12/2019,"2,000 €",Pièce paiement reçue,78881284000015,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,5722,PRATIQUES EDUCATIVES ET PLAISIRS SPORTIFS PEPS CA5722!,Projet,Stage la Tête et les jambes,V2019-543,19/12/2019,"2,400 €",Pièce paiement reçue,52987099000015,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5722,PRATIQUES EDUCATIVES ET PLAISIRS SPORTIFS PEPS CA5722!,Projet,A la découverte des vacances,V2019-541,19/12/2019,"5,000 €",Pièce paiement reçue,52761078600032,Paiment en une seule fois à reception de la lettre d'engagement,
SANTE,5726,FRANCE ADOT 34 CA5726!,Fonctionnement,,V2019-552,19/12/2019,500 €,Pièce paiement reçue,53745472000013,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5734,MONTPELLIER XIII CA5734!,Fonctionnement,,V2019-544,19/12/2019,"7,800 €",En attente réception,52987099000015,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
SANTE,5772,SOUFFRANCE AU TRAVAIL 34 CA5772!,Projet,Les cafés débats de l'Association Souffrance au travail 34,V2019-552,19/12/2019,500 €,Pièce paiement reçue,79103149500017,Paiment en une seule fois à reception de la lettre d'engagement,
SANTE,5772,SOUFFRANCE AU TRAVAIL 34 CA5772!,Fonctionnement,,V2019-552,19/12/2019,500 €,Pièce paiement reçue,81311420400015,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,5790,MONTPELLIER SPORTING CLUB JUDO SAMBO CA5790!,Projet,.,V2019-543,19/12/2019,500 €,Pièce paiement reçue,52761078600032,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5792,MONTPELLIER JUDO OLYMPIC CA5792!,Fonctionnement,,V2019-544,19/12/2019,"1,000 €",Pièce paiement reçue,79049958600010,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,5792,MONTPELLIER JUDO OLYMPIC CA5792!,Projet,"Parteriat sport, stages judo",V2019-543,19/12/2019,"2,000 €",Pièce paiement reçue,63674125000022,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5804,CHAGALL SANS M CA5804!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",En attente réception,48439512400031,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5814,LA RAFFINERIE CA5814!,Fonctionnement,,V2019-546,19/12/2019,"1,000 €",En attente réception,53777490300026,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5816,CLUB SPORTIF CHEMINOT PETANQUE MONTPELIIER CA5816!,Fonctionnement,,V2019-544,19/12/2019,400 €,Pièce paiement reçue,79394120400018,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,5826,COMITE DE QUARTIER LES AUBES CA5826!,Fonctionnement,,V2019-540,19/12/2019,500 €,Pièce paiement reçue,79529129300012,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,5854,MONTPELLIER MOSSON OMNISPORTS CA5854!,Projet,Partenariat Montpellier Sports,V2019-543,19/12/2019,"1,500 €",Pièce paiement reçue,79394120400018,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5860,CIE EL TRICICLO CA5860!,Fonctionnement,,V2019-546,19/12/2019,500 €,En attente réception,79766269900025,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5861,ACORD PRODUCTION CA5861!,Projet,FESTIVAL EMERGENCY,V2019-546,19/12/2019,"3,000 €",En attente réception,53355494500022,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / AIDE ALIMENTAIRE,5863,SOS SDF LES AMOUREUX DE LA VIE CA5863!,Fonctionnement,,V2019-548,19/12/2019,"1,200 €",Pièce paiement reçue,79810534200017,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5866,COMPAGNIE THEATRALE FRANCOPHONE CA5866!,Projet,Atelier théâtrale et représentation en école primaire,V2019-541,19/12/2019,500 €,,79133742100014,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5867,COMPAGNIE IMPERIAL CA5867!,Projet,INDIANS PROJECT,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,78843948700026,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5872,TEXTE EN COURS CA5872!,Projet,Festival texte en cours,V2019-546,19/12/2019,"2,000 €",En attente réception,79046267500014,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5885,FEDERACION CALANDRETA ERAU CA5885!,Fonctionnement,,V2019-541,19/12/2019,"68,000 €",Pièce paiement reçue,41319424200033,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
SOCIAL / COHESION SOCIALE,5895,ACCORDERIE EDE MONTPELLIER CA5895!,Fonctionnement,,V2019-548,19/12/2019,"1,900 €",Pièce paiement reçue,79854938200017,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5939,COMITE DEPARTEMENTAL DE LA JEUNESSE AU PLEIN AIR DE L HERAULT JPA34 CA5939!,Fonctionnement,,V2019-541,19/12/2019,500 €,Pièce paiement reçue,51054215200028,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,5943,ASSOCIATION NOUVELLE POUR LA SOLIDARITE AU FEMININ ANSA CA5943!,Projet,TAGE MULTISPORT,V2019-543,19/12/2019,"2,300 €",Pièce paiement reçue,79536194800016,Paiment en une seule fois à reception de la lettre d'engagement,
ECOLOGIE URBAINE,5946,HORTICULTURE FESTIVALS MEDITERRANEE HORTI FM CA5946!,Fonctionnement,,V2019-551,19/12/2019,"1,000 €",Pièce paiement reçue,52818013600012,Paiment en une seule fois à reception de la lettre d'engagement,
ECOLOGIE URBAINE,5946,HORTICULTURE FESTIVALS MEDITERRANEE HORTI FM CA5946!,Projet,"Seve 4 ""Aux arbres citoyens""",V2019-551,19/12/2019,"3,500 €",Pièce paiement reçue,79993251200012,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / SOLIDARITE,5960,MUSIQUE ET HANDICAPS MEDITERRANEE CA5960!,Projet,ateliers intergénerations,V2019-548,19/12/2019,"7,000 €",Pièce paiement reçue,80070872900010,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5963,MOUVEMENTS SUR LA VILLE CA5963!,Projet,Mouvement sur la ville #12,V2019-546,19/12/2019,"7,000 €",Pièce paiement reçue,80010686600034,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5971,BRAND A PART CA5971!,Fonctionnement,,V2019-546,19/12/2019,"1,600 €",En attente réception,75225196700010,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / HANDICAP,5974,CAP'A CITE CA5974!,Projet,Un pas vers l'inclusion sociale des jeunes en situation de handicap,V2019-548,19/12/2019,"2,500 €",Pièce paiement reçue,79884549100017,Paiment en une seule fois à reception de la lettre d'engagement,
CLASSES DECOUVERTES,6005,LES PETITS DE BOUTONNET CA6005!,Projet,Classe Découverte 2020,V2019-542,19/12/2019,"2,200 €",,75118076100015,Paiment en une seule fois à reception de la lettre d'engagement,
CLASSES DECOUVERTES,6031,COOPERATIVE SCOLAIRE ECOLE VICTOR HUGO CA6031!,Projet,Classes Découverte 2020 - Citoyenneté Ligue d'Enseignement,V2019-542,19/12/2019,972 €,,80527775300010,Paiment en une seule fois à reception de la lettre d'engagement,
ECOLOGIE URBAINE,6058,SAUVEGARDE DU JARDIN DE LA REINE CA6058!,Fonctionnement,,V2019-551,19/12/2019,"1,000 €",Pièce paiement reçue,79993251200012,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6077,COMPAGNIE LES HERBES FOLLES CA6077!,Fonctionnement,,V2019-546,19/12/2019,600 €,Pièce paiement reçue,78989225400010,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6107,ASSOCIATION DES AMIS DE L'ORGUE DU TEMPLE DE LA RUE DE MAGUELONE CA6107!,Fonctionnement,,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,80475829000014,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6114,MECANIKA CA6114!,Fonctionnement,,V2019-546,19/12/2019,800 €,En attente réception,75052191600049,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6128,GALERIE ANNIE GABRIELLI CA6128!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,79938383100010,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6135,L'ATELLINE CA6135!,Projet,Présences et réciperocité : l'atelline et Montpellier,V2019-546,19/12/2019,"3,000 €",Pièce paiement reçue,80770282400028,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6171,MAD SERIES CA6171!,Projet,"La jetée, galerie d'art",V2019-546,19/12/2019,500 €,En attente réception,79230013900013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6185,LINGE & SONS CA6185!,Fonctionnement,,V2019-546,19/12/2019,500 €,Pièce paiement reçue,78847403900039,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6185,LINGE & SONS CA6185!,Projet,Album concept Surface,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,78847403900039,Paiment en une seule fois à reception de la lettre d'engagement,
SECURITE / ANIMAL DANS LA VILLE,6190,LES PATTOUNES DU COEUR CA6190!,Fonctionnement,,V2019-539,19/12/2019,"2,000 €",En attente réception,48297241100011,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,6204,LES 4 CHEMINS CA6204!,Fonctionnement,,V2019-540,19/12/2019,500 €,Pièce paiement reçue,75060284900010,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6220,2L2M LE LIEU MULTIPLE MONTPELLIER CA6220!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,80199775000014,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6232,ENSEMBLE VOCAL TUTTI CA6232!,Fonctionnement,,V2019-546,19/12/2019,300 €,Pièce paiement reçue,81512862400013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6250,MONTPELLIER ACCORDEON CA6250!,Projet,Festival Accordéon Pluriel 7 emme édition,V2019-546,19/12/2019,"7,800 €",Pièce paiement reçue,49789479000029,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
REUSSITE EDUCATIVE,6250,MONTPELLIER ACCORDEON CA6250!,Projet,Création des chansons école Léo Malet,V2019-541,19/12/2019,"1,500 €",Pièce paiement reçue,49789479000029,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,6299,PATCH A TOUT COEUR CA6299!,Fonctionnement,,V2019-540,19/12/2019,400 €,Pièce paiement reçue,75395472600018,Paiment en une seule fois à reception de la lettre d'engagement,
SANTE,6305,DREAM CA6305!,Fonctionnement,,V2019-552,19/12/2019,500 €,En attente réception,81311420400015,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,6370,BIEN VIVRE A AIGUELONGUE CA6370!,Fonctionnement,,V2019-540,19/12/2019,500 €,En attente réception,81199777400013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6372,LES CHEVALIERS DE L'ORDRE DES QUATRE VENTS CA6372!,Projet,Médiévale de la Saint Roch ,V2019-546,19/12/2019,"1,500 €",En attente réception,44884880400028,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6410,JAZZ IN CLAP'COOP CA6410!,Projet,JAZZ ET JEUNE PUBLIC,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,81258395300011,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,6424,FOOTBALL CLUB PAS DU LOUP CA6424!,Fonctionnement,,V2019-544,19/12/2019,"5,000 €",En attente réception,75095520500018,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,6424,FOOTBALL CLUB PAS DU LOUP CA6424!,Projet,TORNOI JOSEPH GACHIN,V2019-544,19/12/2019,"1,000 €",En attente réception,80010714600014,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,6424,FOOTBALL CLUB PAS DU LOUP CA6424!,Projet,VACANCES AUTOMNE HIVER PRINTEMPS,V2019-543,19/12/2019,"2,000 €",En attente réception,79758753200012,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6444,SYLLABE CA6444!,Fonctionnement,,V2019-546,19/12/2019,300 €,Pièce paiement reçue,81197482300015,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / COHESION SOCIALE,6444,SYLLABE CA6444!,Projet,Langage - ancrage,V2019-548,19/12/2019,500 €,Pièce paiement reçue,81197482300015,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,6444,SYLLABE CA6444!,Projet,Eveil aux langue étrangéres par le biais du conte,V2019-541,19/12/2019,250 €,Pièce paiement reçue,81197482300015,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6454,BAR A PHOTO CA6454!,Fonctionnement,,V2019-546,19/12/2019,500 €,En attente réception,81382245900018,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,6466,CENTRE INTERNATIONAL DE MUSIQUES MEDIEVALES CA6466!,Projet,L'instrumentarium médiéval de Montpellier,V2019-546,19/12/2019,"3,000 €",Pièce paiement reçue,80882480900012,Paiment en une seule fois à reception de la lettre d'engagement,
ECOLOGIE URBAINE,6470,RESEAU DES SEMEURS DE JARDINS CA6470!,Projet,Agroforesterie urbaine,V2019-551,19/12/2019,500 €,Pièce paiement reçue,80261935300013,Paiment en une seule fois à reception de la lettre d'engagement,
